MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseValue
8.4352,14.0,8.106100795755967,0.9787798408488063,1209.0,3.206896551724138,37.87,-122.02,4.414
2.75,35.0,5.304909560723514,1.0645994832041343,1193.0,3.082687338501292,35.33,-119.02,0.658
4.4375,49.0,5.439506172839506,1.0049382716049382,1052.0,2.5975308641975308,37.75,-122.48,3.292
1.525,34.0,2.8176470588235296,1.0705882352941176,557.0,3.276470588235294,34.08,-118.29,2.1
3.9844,37.0,10.135135135135135,1.5675675675675675,120.0,3.2432432432432434,37.65,-121.03,1.5
1.9355,37.0,3.743119266055046,1.1211009174311926,1698.0,3.1155963302752294,34.11,-118.2,1.663
2.1979,25.0,3.735042735042735,1.0683760683760684,1193.0,3.398860398860399,32.8,-115.56,0.639
10.0263,52.0,9.625,1.75,37.0,2.3125,35.42,-119.11,2.0
4.037,37.0,5.093283582089552,1.0298507462686568,952.0,3.5522388059701493,38.38,-121.61,1.569
4.1292,28.0,3.9095238095238094,1.0333333333333334,1575.0,3.75,33.82,-118.27,2.019
3.3725,16.0,3.9818031430934657,1.142266335814723,1897.0,1.5690653432588917,34.07,-118.38,3.75
2.9817,21.0,4.876988335100743,1.0455991516436904,2756.0,2.922587486744433,37.44,-122.07,2.25
5.9174,23.0,7.102439024390244,1.026829268292683,1132.0,2.7609756097560973,38.59,-121.34,2.259
2.7813,36.0,4.65034965034965,0.9545454545454546,761.0,2.660839160839161,39.44,-123.79,1.058
2.0388,26.0,5.586466165413534,1.1334586466165413,1972.0,3.706766917293233,34.11,-117.22,0.804
5.2897,35.0,5.775910364145658,0.988795518207283,991.0,2.775910364145658,33.88,-117.9,2.304
1.9722,28.0,5.212435233160622,1.1813471502590673,738.0,3.8238341968911915,36.49,-121.48,2.107
2.6042,37.0,3.5088195386702847,1.0379918588873813,1801.0,2.4436906377204886,34.0,-118.47,3.058
4.3527,33.0,5.29874213836478,1.0471698113207548,1484.0,4.666666666666667,33.86,-118.27,1.67
1.6078,28.0,4.2514792899408285,1.183431952662722,806.0,2.3846153846153846,37.66,-121.02,1.25
3.9766,47.0,6.277777777777778,1.0694444444444444,310.0,2.1527777777777777,38.45,-122.7,1.906
6.9931,25.0,10.1731843575419,1.9217877094972067,349.0,1.9497206703910615,38.36,-122.26,3.988
2.087,33.0,6.1419753086419755,1.2160493827160495,1221.0,2.5123456790123457,40.12,-123.82,0.824
3.2292,34.0,5.33030303030303,1.0696969696969696,2083.0,6.3121212121212125,33.74,-117.89,1.606
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.875
4.2813,52.0,6.8578947368421055,1.1210526315789473,883.0,2.3236842105263156,32.76,-117.1,2.708
4.125,29.0,5.2642642642642645,1.027027027027027,1318.0,3.957957957957958,34.23,-118.54,2.414
5.6399,14.0,6.389140271493213,1.057315233785822,1833.0,2.764705882352941,37.66,-121.85,3.006
2.7171,22.0,6.0418994413407825,1.217877094972067,1048.0,2.9273743016759775,38.94,-123.15,0.958
7.2639,15.0,7.473684210526316,0.9578947368421052,876.0,3.0736842105263156,37.67,-121.9,3.324
2.0224,41.0,4.963470319634703,1.2420091324200913,462.0,2.1095890410958904,38.62,-121.42,0.649
1.2813,31.0,3.627906976744186,0.979328165374677,1515.0,3.9147286821705425,36.75,-119.78,0.564
3.1014,37.0,4.953125,1.0755208333333333,955.0,2.4869791666666665,38.52,-121.49,0.968
2.5352,13.0,9.793028322440087,1.8649237472766884,1149.0,2.503267973856209,38.25,-120.37,1.137
3.875,46.0,4.0,1.0,59.0,4.538461538461538,33.12,-117.11,2.0
7.5552,39.0,5.811965811965812,0.9572649572649573,926.0,2.6381766381766383,33.9,-118.41,5.00001
3.5129,25.0,5.7254901960784315,0.9950980392156863,1172.0,2.872549019607843,38.71,-121.44,1.012
2.5395,26.0,4.5285996055226825,1.0532544378698225,1777.0,3.504930966469428,33.99,-118.12,1.91
4.0147,34.0,6.0246913580246915,1.0599647266313934,1929.0,3.4021164021164023,34.58,-118.07,1.074
3.0714,16.0,5.484615384615385,1.103846153846154,525.0,2.019230769230769,38.47,-122.74,1.617
1.8856,17.0,4.62156862745098,1.1745098039215687,1423.0,2.7901960784313724,32.74,-117.0,1.188
3.7198,13.0,5.692156862745098,1.0,1844.0,3.615686274509804,34.13,-117.38,1.129
3.5335,21.0,3.55,1.05,2719.0,1.9147887323943662,34.04,-118.47,2.688
3.2685,52.0,4.844943820224719,1.0292134831460673,872.0,1.9595505617977529,37.77,-122.25,2.542
2.65,28.0,4.262987012987013,1.0357142857142858,827.0,2.685064935064935,33.88,-118.36,2.608
2.5,22.0,4.916,1.012,733.0,2.932,38.57,-121.31,1.016
5.1461,25.0,5.730820995962315,0.9676985195154778,2290.0,3.082099596231494,37.26,-121.91,2.672
4.9528,13.0,7.521031207598372,1.162822252374491,2074.0,2.8141112618724557,32.76,-116.95,2.662
2.3508,37.0,5.094138543516874,1.019538188277087,2055.0,3.650088809946714,34.12,-117.32,0.705
4.2891,52.0,5.099730458221024,1.1185983827493262,1442.0,3.8867924528301887,37.75,-122.41,2.3
4.1205,36.0,5.771604938271605,1.0432098765432098,947.0,2.9228395061728394,33.94,-117.97,2.17
2.8447,16.0,5.498989898989899,1.0323232323232323,1366.0,2.7595959595959596,40.2,-122.38,0.877
3.9688,15.0,16.55056179775281,3.0786516853932584,622.0,2.3295880149812733,34.24,-116.87,1.828
3.3799,6.0,10.860423232778029,2.0360198108959926,4176.0,1.880234128770824,33.78,-116.36,2.393
2.6402,43.0,3.707317073170732,1.0365853658536586,705.0,2.8658536585365852,34.03,-118.38,1.857
3.0687,37.0,3.1531531531531534,1.0360360360360361,342.0,3.081081081081081,34.17,-118.3,2.0
4.625,44.0,6.163090128755365,1.1030042918454936,745.0,3.1974248927038627,33.86,-118.14,2.134
4.1151,22.0,5.297491039426523,1.1505376344086022,1342.0,2.4050179211469533,33.77,-117.83,2.032
2.3464,11.0,3.4922118380062304,1.088785046728972,1203.0,1.8738317757009346,38.35,-122.71,1.042
3.6991,19.0,3.746450304259635,1.050709939148073,2496.0,2.5314401622718052,37.34,-122.04,2.715
4.8953,21.0,5.395806028833552,0.9855832241153342,2001.0,2.622542595019659,36.98,-121.88,2.895
1.1557,34.0,4.165242165242165,1.1225071225071226,1310.0,3.7321937321937324,33.97,-118.27,0.901
6.2575,15.0,7.35546875,0.9921875,893.0,3.48828125,38.39,-121.37,1.435
2.543,15.0,4.877094972067039,1.1154562383612663,1513.0,2.817504655493482,32.81,-116.95,1.0
3.6833,33.0,6.102362204724409,1.0905511811023623,638.0,2.5118110236220472,37.91,-122.07,2.925
2.212,19.0,4.47953216374269,0.9961013645224172,1246.0,2.4288499025341133,34.96,-120.42,1.32
4.252,31.0,3.9782958199356915,1.0393890675241158,1985.0,1.5956591639871383,34.03,-118.49,4.367
3.4063,33.0,3.756,1.136,1309.0,5.236,33.94,-118.36,1.523
1.4853,45.0,5.285714285714286,1.2,167.0,2.3857142857142857,37.8,-121.21,1.018
7.3732,16.0,7.199524940617577,1.0403800475059382,1087.0,2.5819477434679334,37.88,-122.02,2.873
4.6,28.0,5.238888888888889,1.048148148148148,1610.0,2.9814814814814814,37.53,-121.98,2.232
3.2135,37.0,5.541322314049586,1.0578512396694215,533.0,2.2024793388429753,38.31,-120.8,1.236
4.21,11.0,5.1649122807017545,0.9157894736842105,1012.0,3.550877192982456,33.2,-117.28,1.756
3.665,52.0,4.088235294117647,0.8529411764705882,523.0,3.0764705882352943,34.07,-118.14,2.204
4.1328,34.0,5.291759465478842,1.042316258351893,1858.0,4.138084632516704,34.0,-117.95,1.763
5.0762,11.0,5.91554054054054,1.0675675675675675,765.0,2.5844594594594597,35.54,-117.84,0.98
3.8906,31.0,4.767258382642998,1.0059171597633136,1102.0,2.173570019723866,34.18,-118.43,2.822
6.1023,17.0,6.630952380952381,1.3968253968253967,729.0,2.892857142857143,37.7,-121.72,4.5
2.64,45.0,4.847494553376906,1.0588235294117647,1304.0,2.840958605664488,37.93,-122.34,1.121
3.9643,27.0,4.42512077294686,1.002415458937198,1480.0,3.57487922705314,34.16,-119.18,1.86
4.9167,33.0,6.454545454545454,1.0909090909090908,91.0,2.757575757575758,38.25,-122.24,1.875
14.2867,49.0,7.60377358490566,0.9465408805031447,850.0,2.6729559748427674,34.07,-118.46,5.00001
4.7422,23.0,5.406844106463878,0.9885931558935361,1092.0,4.152091254752852,33.71,-117.89,2.024
4.517,21.0,5.749303621169917,0.9526462395543176,1021.0,2.8440111420612815,38.03,-121.09,1.522
4.4653,32.0,5.440643863179075,1.0342052313883299,1669.0,3.358148893360161,34.08,-117.94,1.954
5.2528,25.0,5.662983425414365,1.0386740331491713,1633.0,3.007366482504604,37.27,-121.98,2.694
4.675,33.0,6.06043956043956,1.0796703296703296,973.0,2.673076923076923,33.94,-118.12,2.83
2.8007,45.0,4.113149847094801,1.0886850152905199,749.0,2.290519877675841,34.15,-118.09,2.109
2.5924,19.0,3.6426426426426426,1.09984984984985,3171.0,2.380630630630631,34.15,-118.24,1.929
2.2917,37.0,3.727699530516432,0.9859154929577465,814.0,3.8215962441314555,33.97,-118.25,1.12
3.6625,37.0,5.601607347876005,1.0401836969001148,2076.0,2.383467278989667,32.76,-117.05,1.548
1.8829,28.0,2.1992417860151643,1.0657118786857624,5840.0,2.459983150800337,34.07,-118.3,3.0
2.9485,29.0,5.37218045112782,1.0075187969924813,672.0,2.526315789473684,40.92,-124.0,0.988
2.02,42.0,2.9311531841652325,1.008605851979346,2490.0,4.285714285714286,34.05,-118.2,1.472
3.2062,6.0,4.809847198641766,1.066213921901528,1717.0,2.9151103565365024,34.05,-117.67,1.675
5.4591,31.0,5.981132075471698,1.0117924528301887,990.0,2.3349056603773586,34.15,-118.48,4.955
1.8857,31.0,4.655172413793103,1.0517241379310345,1154.0,3.3160919540229883,36.08,-119.01,0.555
4.1148,52.0,4.803076923076923,1.082051282051282,2246.0,2.3035897435897437,37.79,-122.48,4.578
5.2486,19.0,6.1676829268292686,1.1951219512195121,955.0,2.9115853658536586,37.05,-121.99,3.53
5.4949,32.0,5.7734976887519265,1.024653312788906,1687.0,2.5993836671802772,37.38,-121.82,3.308
3.0989,21.0,4.0133414190418435,1.0751970891449363,4396.0,2.6658580958156457,33.87,-118.14,1.714
3.212,13.0,5.660194174757281,1.0728155339805825,1412.0,2.284789644012945,33.04,-117.24,1.476
3.4279,25.0,5.6909090909090905,0.9854545454545455,661.0,2.403636363636364,36.81,-119.77,0.847
3.5893,17.0,5.298076923076923,1.0769230769230769,317.0,1.5240384615384615,37.86,-122.07,2.063
6.6272,19.0,7.138888888888889,0.9537037037037037,376.0,3.4814814814814814,32.66,-117.02,2.736
5.4496,19.0,6.233265720081136,1.026369168356998,1773.0,3.5963488843813387,37.99,-122.09,2.054
3.25,36.0,3.9972677595628414,1.0081967213114753,1492.0,4.076502732240437,34.06,-118.1,1.792
5.0151,33.0,4.8042763157894735,1.0723684210526316,1124.0,1.8486842105263157,34.05,-118.42,5.00001
2.9562,14.0,6.038084874863983,1.088139281828074,1822.0,1.9825897714907508,39.54,-121.46,1.423
6.9553,35.0,7.307392996108949,1.198443579766537,598.0,2.3268482490272375,32.81,-117.29,5.00001
4.4,31.0,4.665816326530612,1.1683673469387754,719.0,1.8341836734693877,34.01,-118.48,3.538
1.962,43.0,4.5576923076923075,1.0625,749.0,3.6009615384615383,37.96,-121.27,0.527
4.3875,17.0,5.504983388704319,1.0598006644518272,1873.0,3.111295681063123,37.6,-122.04,2.385
2.7083,36.0,4.6050955414012735,1.0063694267515924,1286.0,4.095541401273885,33.91,-118.24,1.036
3.2663,37.0,4.104868913857678,0.9737827715355806,490.0,1.8352059925093633,32.8,-117.25,2.706
4.5074,36.0,5.391684901531729,1.0328227571115973,1111.0,2.4310722100656457,33.74,-118.31,3.5
4.0655,33.0,4.809069212410501,1.1551312649164678,1285.0,3.0668257756563246,37.4,-122.02,2.268
5.4381,42.0,6.451923076923077,1.1682692307692308,615.0,2.956730769230769,33.98,-118.06,1.869
4.7813,17.0,7.31767955801105,1.0662983425414365,1057.0,2.9198895027624308,34.9,-120.37,3.268
2.0357,34.0,4.906103286384977,1.1220657276995305,896.0,2.103286384976526,36.64,-118.05,0.742
5.0784,37.0,6.096551724137931,1.0827586206896551,802.0,2.7655172413793103,33.86,-118.36,2.959
4.3125,37.0,6.945330296127563,1.1571753986332574,1287.0,2.931662870159453,38.5,-122.48,2.765
4.5224,24.0,5.450268817204301,0.9973118279569892,2123.0,2.853494623655914,32.79,-116.92,1.42
3.7917,5.0,4.770742358078603,1.0655021834061136,1379.0,3.010917030567686,34.1,-117.53,1.03
7.5,35.0,6.282296650717703,0.9282296650717703,599.0,2.8660287081339715,34.06,-117.9,2.872
4.0,38.0,4.391044776119403,0.982089552238806,1207.0,3.6029850746268655,33.8,-118.28,1.655
5.0362,29.0,6.110112359550562,0.9786516853932584,2310.0,2.595505617977528,37.91,-122.03,2.753
2.2391,43.0,3.4068825910931175,1.0526315789473684,2190.0,4.433198380566802,33.95,-118.23,1.528
1.3286,17.0,5.272965879265092,1.230971128608924,820.0,2.152230971128609,33.9,-116.81,0.818
2.5156,43.0,4.829351535836177,1.1877133105802047,569.0,1.9419795221843004,37.68,-122.09,1.909
3.1736,26.0,5.392361111111111,1.046875,1396.0,2.423611111111111,34.17,-117.28,1.222
3.5465,35.0,4.482861400894188,1.0044709388971684,1584.0,2.360655737704918,33.84,-118.13,2.132
4.0234,38.0,4.9245283018867925,1.0,981.0,3.0849056603773586,33.9,-118.26,1.119
4.2099,24.0,5.124311565696302,1.014948859166011,2636.0,2.073957513768686,33.96,-118.33,1.898
4.6333,35.0,5.729166666666667,1.0763888888888888,590.0,4.097222222222222,33.97,-118.08,1.612
2.588,40.0,5.09375,1.09375,607.0,2.37109375,34.13,-117.86,2.095
5.5292,16.0,6.875,1.0150862068965518,1414.0,3.0474137931034484,34.11,-117.68,2.086
3.1312,19.0,4.137724550898204,1.1437125748502994,324.0,1.9401197604790419,36.91,-122.01,3.885
1.6172,9.0,3.6578947368421053,0.9894736842105263,810.0,4.2631578947368425,37.29,-120.32,0.563
3.9702,36.0,5.297071129707113,0.9539748953974896,606.0,2.5355648535564854,37.7,-122.14,1.941
4.8839,16.0,5.802486187845304,1.0856353591160222,1667.0,2.302486187845304,35.34,-119.07,1.341
5.6235,51.0,5.800904977375565,1.0339366515837105,810.0,1.832579185520362,37.76,-122.45,5.00001
2.6506,33.0,4.327464788732394,1.0,3091.0,3.6279342723004695,37.47,-122.16,1.626
3.3616,30.0,4.348159509202454,1.0904907975460123,1669.0,2.5598159509202456,33.73,-118.29,2.685
3.0208,27.0,5.6409638554216865,1.0072289156626506,1272.0,3.0650602409638554,33.96,-117.41,1.127
3.1194,17.0,4.760683760683761,1.0769230769230769,848.0,2.415954415954416,38.6,-121.28,1.125
4.3482,9.0,5.7924528301886795,1.1037735849056605,409.0,1.929245283018868,35.36,-119.06,0.952
6.1536,37.0,6.838905775075988,1.094224924012158,989.0,3.0060790273556233,34.12,-118.02,3.66
3.6791,37.0,4.389204545454546,0.96875,1909.0,5.423295454545454,34.25,-118.42,1.481
3.6292,27.0,4.636058230683091,1.0851063829787233,2135.0,2.390817469204927,37.31,-121.95,2.646
8.0409,8.0,7.483050847457627,0.96045197740113,1238.0,3.4971751412429377,33.59,-117.65,3.379
4.1319,43.0,3.6946564885496183,1.0101781170483461,897.0,2.282442748091603,37.78,-122.45,3.227
4.023,14.0,5.594736842105263,1.091578947368421,2228.0,2.345263157894737,38.42,-122.66,2.084
4.5987,29.0,4.930894308943089,0.926829268292683,654.0,2.658536585365854,32.79,-117.2,2.556
6.1064,33.0,6.233817701453105,1.0013210039630118,1980.0,2.6155878467635403,37.51,-122.28,4.05
7.9606,34.0,6.504545454545455,1.018181818181818,503.0,2.286363636363636,37.9,-122.55,4.534
4.7083,20.0,5.521039603960396,1.0693069306930694,2042.0,2.527227722772277,37.32,-121.99,2.177
6.5783,15.0,5.9335443037974684,1.0,890.0,2.8164556962025316,33.69,-117.79,2.448
3.2708,46.0,4.611607142857143,0.9955357142857143,462.0,2.0625,33.53,-117.77,3.847
2.125,9.0,5.676136363636363,1.0738636363636365,411.0,2.335227272727273,39.17,-121.25,1.518
2.9643,38.0,3.7400346620450606,1.0086655112651646,1061.0,1.8388214904679376,34.09,-118.36,3.553
5.8652,20.0,7.116022099447513,0.988950276243094,539.0,2.977900552486188,34.18,-118.9,3.026
5.785,25.0,5.5718533201189295,0.9890981169474727,2537.0,2.5143706640237857,33.85,-118.37,3.953
4.4107,23.0,5.60699865410498,1.0174966352624495,2082.0,2.8021534320323016,34.42,-118.49,2.134
1.0513,35.0,2.9515570934256057,1.0242214532871972,1228.0,4.249134948096886,36.74,-119.79,0.396
4.2857,52.0,5.4043887147335425,1.29153605015674,540.0,1.6927899686520376,37.8,-122.44,5.00001
3.775,40.0,5.7407407407407405,1.0296296296296297,798.0,2.9555555555555557,33.94,-118.31,1.538
6.8109,35.0,6.71830985915493,0.9859154929577465,505.0,2.3708920187793425,33.95,-118.0,4.01
3.3553,7.0,5.229213483146068,1.101123595505618,1304.0,2.9303370786516854,32.7,-117.01,1.322
3.7286,26.0,7.101449275362318,1.0326086956521738,1862.0,3.3731884057971016,34.13,-117.35,1.32
2.9,12.0,3.662847790507365,1.11620294599018,1882.0,3.0801963993453354,34.17,-118.29,2.083
3.0192,19.0,4.9178885630498534,1.0249266862170088,1948.0,2.8563049853372435,32.79,-116.93,1.423
2.4297,35.0,3.6475095785440614,1.0383141762452108,949.0,3.636015325670498,33.93,-118.18,1.472
2.186,10.0,4.353515625,1.048828125,982.0,1.91796875,39.23,-121.06,1.327
3.275,17.0,5.4613686534216335,1.0596026490066226,1649.0,3.6401766004415013,37.93,-121.05,1.565
2.5238,32.0,5.063106796116505,1.1116504854368932,1355.0,3.2888349514563107,34.07,-117.33,0.892
4.3235,25.0,5.524489795918368,0.9469387755102041,1423.0,2.904081632653061,38.61,-121.3,1.169
2.5104,38.0,5.6798866855524075,1.0906515580736544,882.0,2.498583569405099,38.73,-120.81,1.205
3.3621,36.0,5.310064935064935,0.9788961038961039,2593.0,4.209415584415584,33.96,-118.09,1.697
3.7109,11.0,5.717525773195876,1.0041237113402062,2300.0,2.3711340206185567,33.18,-117.14,1.998
0.7007,30.0,3.64,1.0242857142857142,2086.0,2.98,33.85,-118.18,1.344
4.625,20.0,5.546666666666667,1.0266666666666666,722.0,3.2088888888888887,35.26,-120.69,2.218
3.9018,28.0,5.245508982035928,0.9820359281437125,2187.0,2.6191616766467067,33.78,-117.93,1.823
4.5179,35.0,5.1980676328502415,1.0966183574879227,902.0,2.178743961352657,33.83,-118.38,4.272
2.6953,36.0,3.4020356234096694,0.9720101781170484,1769.0,4.5012722646310435,33.93,-118.21,1.21
2.6458,16.0,2.989795918367347,1.0591836734693878,1648.0,1.6816326530612244,34.1,-118.35,3.722
2.0284,35.0,5.3250883392226145,1.1060070671378093,868.0,3.067137809187279,38.22,-121.42,0.963
5.1155,35.0,3.8880778588807785,0.9683698296836983,782.0,1.9026763990267639,33.6,-117.87,5.0
1.3333,19.0,3.3161764705882355,1.0441176470588236,414.0,1.5220588235294117,34.03,-118.48,3.1
3.9699,24.0,4.033123028391167,1.0701892744479495,3169.0,2.4992113564668768,37.54,-122.28,2.932
2.2328,52.0,3.665148063781321,1.1617312072892938,1155.0,2.630979498861048,37.75,-122.42,2.5
2.5488,30.0,3.773170731707317,1.0634146341463415,1700.0,4.146341463414634,34.06,-118.11,1.875
3.8214,46.0,5.155979202772963,1.1143847487001732,1479.0,2.563258232235702,37.61,-122.41,2.736
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.6491228070175439,37.82,-122.29,0.6
3.7969,40.0,5.949781659388647,1.1593886462882097,1167.0,2.5480349344978164,38.36,-122.54,2.028
3.5,52.0,5.195876288659794,0.9896907216494846,295.0,3.0412371134020617,37.42,-121.06,0.735
3.4187,37.0,4.453172205438066,1.0362537764350452,782.0,2.3625377643504533,37.98,-122.02,1.617
3.2891,27.0,5.240331491712707,1.0662983425414365,1756.0,2.425414364640884,38.05,-122.14,1.506
3.4167,44.0,5.068376068376068,0.9615384615384616,687.0,2.9358974358974357,37.49,-120.79,1.607
5.6754,12.0,5.380697050938338,1.064343163538874,1033.0,2.7694369973190347,33.48,-117.64,2.759
5.5164,15.0,6.644012944983818,1.0388349514563107,993.0,3.2135922330097086,32.75,-116.87,2.489
3.2083,21.0,4.1502732240437155,1.0601092896174864,1203.0,3.2868852459016393,33.87,-117.88,1.453
2.32,23.0,4.206989247311828,1.0470430107526882,2472.0,3.3225806451612905,32.74,-117.09,0.932
8.6677,23.0,6.808873720136519,1.0443686006825939,707.0,2.4129692832764507,33.98,-118.02,3.327
5.9346,27.0,6.707762557077626,0.9863013698630136,578.0,2.6392694063926943,37.94,-121.95,2.536
5.0282,35.0,5.6415929203539825,0.9823008849557522,959.0,4.243362831858407,34.22,-118.52,1.954
3.9929,14.0,4.571047957371226,1.0497335701598578,3171.0,2.8161634103019537,33.73,-117.92,2.258
4.1635,47.0,4.8541114058355435,0.9787798408488063,922.0,2.4456233421750664,33.97,-118.33,1.564
0.8907,34.0,2.2857142857142856,0.7428571428571429,125.0,3.5714285714285716,34.12,-118.24,1.542
4.475,43.0,5.635658914728682,0.9069767441860465,683.0,2.647286821705426,37.94,-122.07,2.657
2.2452,35.0,6.136842105263158,1.0157894736842106,574.0,3.0210526315789474,38.6,-121.42,1.028
1.8299,9.0,3.7304747320061256,1.1026033690658499,1780.0,2.7258805513016844,32.72,-117.13,1.375
1.4048,52.0,3.05078125,1.203125,692.0,1.3515625,33.77,-118.19,2.0
6.0266,24.0,6.672131147540983,1.1147540983606556,175.0,2.8688524590163933,38.35,-122.18,2.167
3.1369,14.0,4.974666666666667,1.0293333333333334,1679.0,2.2386666666666666,38.0,-121.33,1.196
6.0704,16.0,7.40117994100295,1.079646017699115,1043.0,3.0766961651917404,38.38,-122.0,1.734
3.8464,17.0,3.699692307692308,1.0689230769230769,3539.0,2.1778461538461538,37.36,-122.0,2.394
2.0682,40.0,4.635658914728682,1.1395348837209303,1052.0,4.077519379844961,33.88,-117.56,1.13
3.5,43.0,4.5078740157480315,0.905511811023622,586.0,2.3070866141732282,37.53,-122.27,2.674
3.4605,52.0,4.838235294117647,0.9963235294117647,1364.0,2.5073529411764706,37.78,-122.46,4.417
2.7388,15.0,4.077071290944123,1.0096339113680155,866.0,1.6685934489402698,38.67,-121.27,1.116
2.5114,32.0,4.208510638297873,1.1404255319148937,826.0,1.7574468085106383,34.11,-118.01,2.122
5.0839,36.0,6.221719457013575,1.0950226244343892,670.0,3.0316742081447963,33.89,-118.02,1.982
3.1103,20.0,6.618497109826589,1.1445086705202312,431.0,2.491329479768786,37.32,-121.95,2.819
2.5694,42.0,6.097922848664688,1.2551928783382789,2147.0,3.185459940652819,37.74,-122.39,2.01
4.2344,33.0,4.930084745762712,1.0148305084745763,1166.0,2.4703389830508473,34.2,-118.51,2.625
4.9618,7.0,6.153905645784996,1.0162412993039442,4460.0,3.4493426140757926,38.0,-121.72,1.565
7.0907,22.0,7.50853889943074,0.9867172675521821,1774.0,3.366223908918406,33.69,-117.98,3.502
3.3534,41.0,4.318367346938776,0.9306122448979591,778.0,3.1755102040816325,34.21,-118.61,1.805
5.2601,13.0,4.156378600823046,1.1008230452674896,959.0,1.9732510288065843,37.78,-122.27,2.927
4.2813,45.0,4.209606986899563,0.9890829694323144,1323.0,2.888646288209607,33.89,-118.32,2.101
4.4659,40.0,5.848039215686274,1.1127450980392157,570.0,2.7941176470588234,36.97,-122.04,2.375
5.0772,17.0,5.2439678284182305,0.9879356568364611,2693.0,3.6099195710455763,37.27,-121.8,2.215
3.1103,33.0,3.8198529411764706,0.9411764705882353,1432.0,5.264705882352941,34.21,-119.17,1.435
7.5196,31.0,7.358600583090379,1.0174927113702623,1003.0,2.924198250728863,34.08,-117.86,3.809
1.8819,41.0,4.412523020257827,1.1086556169429098,1781.0,3.279926335174954,35.37,-118.97,0.58
2.7917,40.0,4.173333333333333,1.0933333333333333,337.0,2.2466666666666666,36.6,-121.89,2.25
